name,uid,old_name,duplicate of,needs invert,original uid,category,noun,preposition,who,what,where,when,which,lens,context,examples,terminology,source row,needs review,notes,source file,last modified,last modified by,created by,legacy uid,trash,created,name history,record_id,Analysis,Analysis 2
access to advanced testing technology | provider (private),recq7zKSF3m0Rk1i9,access to sophisticated testing technologies by private healthcare providers,,,,resource,access,to,provider (private),advanced testing technology,,,,manufactured, | provider (private),,,28,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,d3cf32aa-71a4-44d4-9748-6b98c0bafcf1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to advanced testing technology | provider (private)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to sophisticated testing technologies by private healthcare providers",recq7zKSF3m0Rk1i9,,
access to TB data,recNYSC09qCPZwI4j,access to TB data,,,,resource,access,to,,TB data,,,,digital,,,,29,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f756514f-7017-4438-99e3-fe63cfaae432,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to TB data

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to TB data",recNYSC09qCPZwI4j,,
availability of TB services at first point of care,rech1GMu4wFJziz5n,availability of TB services at first point of care (frequently public and private primary health centers),,,,resource,availability,of,,TB services at first point of care,,,,social,,primary health centers,,30,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,d6678315-61fb-4353-a8d4-c1db88bf7781,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
availability of TB services at first point of care

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
availability of TB services at first point of care (frequently public and private primary health centers)",rech1GMu4wFJziz5n,,
access to transportation,recvfRQxby8wwDnfQ,access to transportation options,,,,resource,access,to,,transportation,,,,manufactured,,,,31,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,18690f2a-4efa-4994-ade9-63c800a3416d,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to transportation

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to transportation options",recvfRQxby8wwDnfQ,,
"awareness of DOTS efficacy (directly observed treatment, short-course)",recRQthYM5qoXfTeH,awareness of the success of the DOTS program,,,,knowledge,awareness,of,,"DOTS efficacy (directly observed treatment, short-course)",,,,individual/human,,,,32,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,0e1733e4-94b7-417c-949d-a69b7c9f6825,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of DOTS efficacy (directly observed treatment, short-course)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
awareness of the success of the DOTS program",recRQthYM5qoXfTeH,,
level of data equity,recb8Fq39GuILXzIw,equity of data exchange,,,,state,level,of,,data equity,,,,digital,,,,33,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,864e2317-48f4-4ff5-872b-e1810c17d128,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of data equity

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
equity of data exchange",recb8Fq39GuILXzIw,,
strength of TB care cascade,recat1TiLcbmhzPtn,robustness of care cascade,,,,state,strength,of,,TB care cascade,,,,governmental/political,,,,34,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,864b4895-ba82-434c-a00b-71846e3ad0c1,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
strength of TB care cascade

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
robustness of care cascade",recat1TiLcbmhzPtn,,
capacity to support treatment adherence | provider (private),recLPuMx3bhnaAmxL,capacity of private healthcare providers to support patients with adherence and treatment completion,,,,power,capacity,to,provider (private),support treatment adherence,,,,social, | provider (private),,,35,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,329a6e0c-b17c-4765-8c09-102f19232ae5,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
capacity to support treatment adherence | provider (private)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
capacity of private healthcare providers to support patients with adherence and treatment completion",recLPuMx3bhnaAmxL,,
quality of TB services | provider (private),rectynQTnQ1ois3Ga,favorability of case detection and treatment outcomes from private healthcare providers,,,,state,quality,of,provider (private),TB services,,,,social, | provider (private),,,36,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5ec2646f-f3f8-492f-a94d-276a686ce2f5,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
quality of TB services | provider (private)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
favorability of case detection and treatment outcomes from private healthcare providers",rectynQTnQ1ois3Ga,,
probability of TB case detection,recZlov65D6o2amxY,likelihood of TB case detection,,,,action/event,probability,of,,TB case detection,,,,individual/human,,,,37,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,29efdc87-148c-4a44-b043-5650f28e78fe,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of TB case detection

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of TB case detection",recZlov65D6o2amxY,,
"level of case load | provider (private, formal)",recHhSBCuwbceSQfF,rate of case load of formal private healthcare providers,,,,state,level,of,"provider (private, formal)",case load,,,,social," | provider (private, formal)",,,38,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,78e35bd4-02cc-4f29-a2e8-f299c84804c4,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of case load | provider (private, formal)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
rate of case load of formal private healthcare providers",recHhSBCuwbceSQfF,,
"level of case load | provider (private, informal)",recygpKUeo5xwHlGp,rate of case load of informal private healthcare providers,,,,state,level,of,"provider (private, informal)",case load,,,,social," | provider (private, informal)",,,39,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,e3e49630-9989-4ade-9c88-d5e02af4584a,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of case load | provider (private, informal)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
rate of case load of informal private healthcare providers",recygpKUeo5xwHlGp,,
spending on healthcare | out-of-pocket,recvdCE10LF336M9G,costs of healthcare (catastrophic),,,,money,spending,on,,healthcare,,,out-of-pocket,financial, | out-of-pocket,,,40,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c3395754-4001-4588-a914-228b104f67e0,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
spending on healthcare | out-of-pocket

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
costs of healthcare (catastrophic)",recvdCE10LF336M9G,,
level of centralization of public healthcare,reczUdpRcSq41Ebmk,level of centralization of national health system,,,,state,level,of,,centralization of public healthcare,,,,governmental/political,,,,41,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,9ee61db3-d789-4f26-aa3a-22d8fd90837c,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of centralization of public healthcare

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of centralization of national health system",reczUdpRcSq41Ebmk,,
certainty of TB diagnosis,recNTrnII2ToCzXN6,certainty of TB diagnosis,,,,knowledge,certainty,of,,TB diagnosis,,,,individual/human,,,,42,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,b18972d5-f7d9-470e-b5e8-f65f9ca3d2b2,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
certainty of TB diagnosis

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
certainty of TB diagnosis",recNTrnII2ToCzXN6,,
prioritization of clinic flow improvements,recIXO70vkmd2tkAR,prioritization of clinic flow improvements,,,,action/event,prioritization,of,,clinic flow improvements,,,,governmental/political,,,,43,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4a1ff28c-43c0-4e84-a4b2-879d30626c27,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
prioritization of clinic flow improvements

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
prioritization of clinic flow improvements",recIXO70vkmd2tkAR,,
,recJhgI9aPPqBBDhS,"level of commitment, action and investment in public-private mix (PPM)",coordination between public and private providers,,recng6VkKEtcOjQek,,,,,,,,,,,,,44,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ffcae139-2d52-42d5-aa61-795cd5e67e48,,10/6/2022 7:46am,,recJhgI9aPPqBBDhS,,
probability of diagnostic confounding of TB,recH4aDoOndHzwFQ4,likelihood of common respiratory ailments confounding TB diagnosis,,,,action/event,probability,of,,diagnostic confounding of TB,,,,individual/human,,,,45,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,17bb9ed8-8ac6-41a9-a312-294e37a281c2,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of diagnostic confounding of TB

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of common respiratory ailments confounding TB diagnosis",recH4aDoOndHzwFQ4,,
quality of communication between public and private providers,recsHEPjXo2LWCaYU,communication between public and private healthcare providers,,,,state,quality,of,,communication between public and private providers,,,,social,,,,46,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,11afc559-4306-4a16-8925-ca8b15e4beb6,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
quality of communication between public and private providers

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
communication between public and private healthcare providers",recsHEPjXo2LWCaYU,,
level of community sensitization,recmbamUwFf94ZqnO,level of community sensitization,,,,state,level,of,,community sensitization,,,,cultural,,,,47,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c26e5f8e-1426-4614-be70-711d2abefe10,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of community sensitization

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of community sensitization",recmbamUwFf94ZqnO,,
access to community-based treatment programs,recZT67pjFe29XMSL,access to community-based treatment programs,,,,resource,access,to,,community-based treatment programs,,,,social,,,,48,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,b1075c44-bbd2-42df-b5b9-9787b719672b,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to community-based treatment programs

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to community-based treatment programs",recZT67pjFe29XMSL,,
complexity of patient pathway,rec6YkfvZBc3AOsQP,complexity of patient pathway,,,,state,complexity,of,,patient pathway,,,,individual/human,,,,49,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c09a000e-11cf-4e81-81ff-2c64d1d361a9,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
complexity of patient pathway

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
complexity of patient pathway",rec6YkfvZBc3AOsQP,,
concern for patient | family,recVsxcc89lPbPnjC,level of concern for patient from family members,,,,emotion,concern,for,family,patient,,,,social, | family,,,50,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,c62ffb08-ffe9-47a0-8067-d5642ff93b66,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
concern for patient | family

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of concern for patient from family members",recVsxcc89lPbPnjC,,
discrepancy between knowledge and practice | provider (private) | 'know-do gap',recd6vpLnBew1LCgG,"level of consistency between knowledge and practice among private healthcare providers (""know-do gap"")",,checked,,relation,discrepancy,between,provider (private),knowledge and practice,,,,individual/human, | provider (private) | 'know-do gap',,know-do gap,51,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,e5b46e66-abda-4d5d-88cd-f206a93c5230,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
discrepancy between knowledge and practice | provider (private) | 'know-do gap'

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of consistency between knowledge and practice among private healthcare providers (""know-do gap"")",recd6vpLnBew1LCgG,,
practice of context-sensitive systems-oriented data analysis,recsy6ItOuBCjVMcV,adoption of context-sensitive systems approach to data analysis,,,,action/event,practice,of,,context-sensitive systems-oriented data analysis,,,,social,,,,52,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,386107f3-e057-414c-bb32-e9626dd9c221,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of context-sensitive systems-oriented data analysis

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
adoption of context-sensitive systems approach to data analysis",recsy6ItOuBCjVMcV,,
coordination between public and private providers,recng6VkKEtcOjQek,coordination across public and private healthcare providers,,,,relation,coordination,between,,public and private providers,,,,social,,,,53,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,8d954c9c-ece9-477e-9813-9b36cf0da01b,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coordination between public and private providers

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coordination across public and private healthcare providers",recng6VkKEtcOjQek,,
coordination between programs for TB and comorbid conditions,recxnABfh9TbipXrO,"coordination with programs addressing TB co-morbidities and risk factors (e.g. HIV, diabetes, undernutrition, smoking, alcohol)",,,,relation,coordination,between,,programs for TB and comorbid conditions,,,,social,,"HIV, diabetes, undernutrition, smoking, alcohol",,54,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,396f1115-d335-4ead-9f4d-4ba190a7adc0,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coordination between programs for TB and comorbid conditions

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coordination with programs addressing TB co-morbidities and risk factors (e.g. HIV, diabetes, undernutrition, smoking, alcohol)",recxnABfh9TbipXrO,,
probability of correct TB case management,recwIEzCgp77422k5,likelihood of correct TB case management,,,,action/event,probability,of,,correct TB case management,,,,individual/human,,,,55,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,000f2c39-fb9f-40dd-bbaa-e1c2fcc423dd,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of correct TB case management

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of correct TB case management",recwIEzCgp77422k5,,
cost of accommodation | during TB treatment,recraYfRN404uxIHx,cost of accommodation during TB treatment,,,,money,cost,of,,accommodation,,during TB treatment,,financial, | during TB treatment,,,56,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,ca6a3d14-8458-4447-945b-54163376731d,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of accommodation | during TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of accommodation during TB treatment",recraYfRN404uxIHx,,
cost of food | during TB treatment,rec4LupiP9tlemEr6,cost of food during TB treatment,,,,money,cost,of,,food,,during TB treatment,,financial, | during TB treatment,,,57,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,17f26692-5680-4f91-8083-d67b8e3fc950,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of food | during TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of food during TB treatment",rec4LupiP9tlemEr6,,
cost of dietary supplements | during TB treatment,reck8o5L7e98wrtmN,cost of food supplements during TB treatment,,,,money,cost,of,,dietary supplements,,during TB treatment,,financial, | during TB treatment,,,58,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,dd9d00a8-54e7-4c19-9c1e-3963cb89a5b0,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of dietary supplements | during TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of food supplements during TB treatment",reck8o5L7e98wrtmN,,
cost of GeneXpert test | provider (private),recCAnVIC2AkIQw9R,cost of GeneXpert from private healthcare providers,,,,money,cost,of,provider (private),GeneXpert test,,,,financial, | provider (private),,,59,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f5a7b29a-f8fa-4710-9acb-c9d29857f136,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of GeneXpert test | provider (private)

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of GeneXpert from private healthcare providers",recCAnVIC2AkIQw9R,,
cost of hospitalization | during TB treatment,recPLFqI5FKvyXRTO,cost of hospitalization during TB treatment,,,,money,cost,of,,hospitalization,,during TB treatment,,financial, | during TB treatment,,,60,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5a2b97cd-7d8d-4039-b841-eefdc17f3049,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of hospitalization | during TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of hospitalization during TB treatment",recPLFqI5FKvyXRTO,,
cost of transportation | during TB treatment,recWUyCFg0kAQLkLy,cost of transport during TB treatment,,,,money,cost,of,,transportation,,during TB treatment,,financial, | during TB treatment,,,61,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f58423ff-633b-4580-8f16-bb540d82871a,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of transportation | during TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of transport during TB treatment",recWUyCFg0kAQLkLy,,
cost of TB comorbidity treatment,rece2fopWCRzsIY9L,cost of treating TB comorbidities,,,,money,cost,of,,TB comorbidity treatment,,,,financial,,,,62,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,bdc48b9b-b8fc-42be-8a8c-f7b9b12af667,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of TB comorbidity treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of treating TB comorbidities",rece2fopWCRzsIY9L,,
probability of TB presentation with flu-like symptoms,rece4TR4ZyO00FHXo,likelihood of cough and fever as major symptoms,,,,action/event,probability,of,,TB presentation with flu-like symptoms,,,,individual/human,,cough and fever,,63,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,be9b62f3-f01d-4264-a92a-84da72cda5a2,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
probability of TB presentation with flu-like symptoms

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
likelihood of cough and fever as major symptoms",rece4TR4ZyO00FHXo,,
practice of patient counseling upon discharge,recTD439yqWBvcd31,practice of counseling patients at time of discharge,,,,action/event,practice,of,,patient counseling upon discharge,,,,social,,,,64,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,721ddda6-6595-4d43-8703-11d7bf1b4539,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of patient counseling upon discharge

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of counseling patients at time of discharge",recTD439yqWBvcd31,,
coverage of TB services,recYb1GJgIhUVkTRF,coverage of TB services,,,,measurement,coverage,of,,TB services,,,,governmental/political,,,,65,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,f28f37e9-5d2b-4ebe-a9a8-ba4db06a9a53,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coverage of TB services

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coverage of TB services",recYb1GJgIhUVkTRF,,
coverage of TB treatment,recbuZgQbwjszP4Qy,coverage of TB treatment,,,,measurement,coverage,of,,TB treatment,,,,governmental/political,,,,66,,,AESOP_12_articles,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,af77bc32-1003-40f7-93e3-977e7a045b78,,10/6/2022 7:46am,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coverage of TB treatment

2022-10-06T11:46:03.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
coverage of TB treatment",recbuZgQbwjszP4Qy,,
